Count,Domain Name,Registrar,Creation Date,Expiration Date,Name Servers,Error
17,BEESTUDIOGROUP.COM,Tucows Domains Inc.,2011-12-31,2025-12-31,"NS3.HOSTEK.COM, NS4.HOSTEK.COM",
18,finepersresources.com/dropbox-secured/document,N/A,N/A,N/A,N/A,"No match for ""FINEPERSRESOURCES.COM"".
>>> Last update of whois database: 2024-12-08T21:39:26Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
19,kirktonhall-west-kilbride.org/dropbox/dropbox,N/A,N/A,N/A,N/A,"Domain not found.
>>> Last update of WHOIS database: 2024-12-08T21:39:47Z <<<

Terms of Use: Access to Public Interest Registry WHOIS information is provided to assist persons in determining the contents of a domain name registration record in the Public Interest Registry registry database. The data in this record is provided by Public Interest Registry for informational purposes only, and Public Interest Registry does not guarantee its accuracy. This service is intended only for query-based access. You agree that you will use this data only for lawful purposes and that, under no circumstances will you use this data to (a) allow, enable, or otherwise support the transmission by e-mail, telephone, or facsimile of mass unsolicited, commercial advertising or solicitations to entities other than the data recipient's own existing customers; or (b) enable high volume, automated, electronic processes that send queries or data to the systems of Registry Operator, a Registrar, or Identity Digital except as reasonably necessary to register domain names or modify existing registrations. All rights reserved. Public Interest Registry reserves the right to modify these terms at any time. By submitting this query, you agree to abide by this policy.  The Registrar of Record identified in this output may have an RDDS service that can be queried for additional information on how to contact the Registrant, Admin, or Tech contact of the queried domain name.
"
20,SILVER-GREEN.COM,Dynadot4 LLC,2024-04-07,2025-04-07,"SP1.GNAME-DNS.COM, SP2.GNAME-DNS.COM",
21,SPORT-CORP.COM,"GoDaddy.com, LLC",2005-09-11,2025-09-11,"NS0.DNSMADEEASY.COM, NS1.DNSMADEEASY.COM, NS2.DNSMADEEASY.COM, NS3.DNSMADEEASY.COM, NS4.DNSMADEEASY.COM",
22,NEFTEKAMSK.RU,RU-CENTER-RU,2001-03-28,2025-03-28,"ns1.neftekamsk.ru. 89.189.130.66, ns.neftekamsk.ru. 89.189.129.66",
23,jeuxdebillard.info/fsr/,N/A,N/A,N/A,N/A,
24,bluegrasskarate.com/imaging/,N/A,N/A,N/A,N/A,"No match for ""BLUEGRASSKARATE.COM"".
>>> Last update of whois database: 2024-12-08T21:39:26Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
25,discovertorio.com/yahoo/yahoo_shopping_page&.srcproduct=93433.html,N/A,N/A,N/A,N/A,"No match for ""DISCOVERTORIO.COM"".
>>> Last update of whois database: 2024-12-08T21:39:26Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
26,CONNECTEDRESTORATION.NET,"GoDaddy.com, LLC",2023-07-04,2033-07-04,"NS43.DOMAINCONTROL.COM, NS44.DOMAINCONTROL.COM",
27,ZILIFONE.NET,Squarespace Domains II LLC,2005-11-16,2025-11-16,"NS1.MEDIATEMPLE.NET, NS2.MEDIATEMPLE.NET",
28,shorten.rsu52.us/dwi-dui-lbi/wp-includes/www.paypal.com.fr.cgi.bin.webscr.cmd.login.submit.login/pypl,N/A,N/A,N/A,N/A,
29,ITDTRAILERS.COM,"GoDaddy.com, LLC",2007-08-13,2025-08-13,"NS59.DOMAINCONTROL.COM, NS60.DOMAINCONTROL.COM",
30,naliavaram.ro/wp-admin/images/email.sfsu.edu/email.sfsu.edu.htm,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
31,shikshasadan.com/ams/dpbx/index.php,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
32,ebizsavvy.us/image,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
33,ahtuttle.com/components/de-66451/ssl.signin.php?bidderblocklogin&amp;hc=1&amp;hm=uk`1d72f%20j2b2vi,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
34,secretsoflove.tv/love/googledoc/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
35,vinayakaprojects.com/yahh/yahoo!/updatey!.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
36,purpleseastechnology.com/wp-content/uploads/2015/06/ok.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
37,WENDEROGERS.COM,"GoDaddy.com, LLC",2004-09-11,2025-09-11,"NS1.GOFORINFORMATION.COM, NS2.GOFORINFORMATION.COM",
38,fazan-pacir.rs/temp/libraries/ipad,N/A,N/A,N/A,N/A,%ERROR:103: Domain is not registered
39,COOLRIDESOFOHIO.COM,"GoDaddy.com, LLC",2013-08-08,2025-08-08,"NS1.FASTSECURESERVERS.COM, NS2.FASTSECURESERVERS.COM",
40,ALISALIM.COM,Onlinenic Inc,2008-09-23,2025-09-23,"USNS31.MYDNSBOX.COM, USNS32.MYDNSBOX.COM",
41,nbanashik.com/backup_15_9_15_pointer/us-mg5.mail.yahoo.com/aolupgrade/dataconfirm.htm,N/A,N/A,N/A,N/A,"No match for ""NBANASHIK.COM"".
>>> Last update of whois database: 2024-12-08T21:39:26Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
42,everysite.be,N/A,N/A,N/A,N/A,
43,BENNYABANTE.COM,"ENOM, INC.",2010-02-09,2025-02-09,"SG1.XHIELD.COM, SG2.XHIELD.COM",
44,CERTIFIEDGENERALCONTRACTOR.NET,"GoDaddy.com, LLC",2013-02-11,2026-02-11,"PDNS01.DOMAINCONTROL.COM, PDNS02.DOMAINCONTROL.COM",
45,globalvisionprint.ro/wp-content/themes/frisco/css/font/default.html,N/A,N/A,N/A,N/A,
46,BLANKENSHIPAMPREPAIR.COM,"GoDaddy.com, LLC",2010-12-31,2024-12-31,"NS25.DOMAINCONTROL.COM, NS26.DOMAINCONTROL.COM",
47,CANADIANVISAEXPERT.NET,DomainTheNet.com,2012-05-31,2025-05-31,"NS1.TEXASDNS.COM, NS2.TEXASDNS.COM, NS3.TEXASDNS.COM",
48,HUSSAINADVISORY.COM,"HOSTINGER operations, UAB",2024-08-21,2026-08-21,"NS1.DNS-PARKING.COM, NS2.DNS-PARKING.COM",
49,loisricher.com/images/indexx.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
50,agroserwis.pol.pl/joomla/components/com_ezstore/,N/A,N/A,N/A,N/A,
51,apartmentsinsaltlakecityut.com/viewfiles,N/A,N/A,N/A,N/A,"No match for ""APARTMENTSINSALTLAKECITYUT.COM"".
>>> Last update of whois database: 2024-12-08T21:39:43Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
52,cfcontable.com/images/google/,N/A,N/A,N/A,N/A,"No match for ""CFCONTABLE.COM"".
>>> Last update of whois database: 2024-12-08T21:39:43Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
53,no-sogn.dk,N/A,2007-06-25,2025-06-30,"ns01.one.com, ns02.one.com",
54,trancemedia.ga/christianmingle/christianmingle/1,N/A,N/A,N/A,N/A,
55,hotworldnews.ru/googledrive/document/,N/A,N/A,N/A,N/A,"% TCI Whois Service. Terms of use:
% https://tcinet.ru/documents/whois_ru_rf.pdf (in Russian)
% https://tcinet.ru/documents/whois_su.pdf (in Russian)

No entries found for the selected source(s).

Last updated on 2024-12-08T21:38:01Z

"
56,cartesianent.com/,N/A,N/A,N/A,N/A,"No match for ""CARTESIANENT.COM"".
>>> Last update of whois database: 2024-12-08T21:39:43Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
57,koreahouse.us/images/usaa.com-inetpaes-security-takemmhdg23344-863638373steps83637383-protect-logon-akre,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
58,wigandrivingschool.net/cms/kcfinder/upload/files/hotmail/sign/hotmail.htm,N/A,N/A,N/A,N/A,"No match for ""WIGANDRIVINGSCHOOL.NET"".
>>> Last update of whois database: 2024-12-08T21:39:43Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
59,diriginteledesantier.ro,Chroot Network SRL,2021-03-12,2025-06-24,"ns1.chroot.ro, ns2.chroot.ro",
60,royalobatkuat.com/wp-admin/goog.com/googledocs1,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
