Count,Domain Name,Registrar,Creation Date,Expiration Date,Name Servers,Error
11,CINECHANCE.COM,"Network Solutions, LLC",2002-07-17,2026-07-17,"NS6.WIXDNS.NET, NS7.WIXDNS.NET",
12,CINECLASSIK.COM,Dynadot Inc,2010-11-01,2025-11-01,"NS1.BRAINYDNS.COM, NS2.BRAINYDNS.COM",
13,CINECURRY.COM,"TurnCommerce, Inc. DBA NameBright.com",2008-08-11,2025-08-11,"NSG1.NAMEBRIGHTDNS.COM, NSG2.NAMEBRIGHTDNS.COM",
14,cineflix.ch/,N/A,N/A,N/A,N/A,
15,cineflixinternational.com/home/article/62,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
16,cineflixproductions.com/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
17,cineflixrightscreening.com/terms_and_conditions.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
18,CINEFLIXSTUDIOS.COM,"GoDaddy.com, LLC",2010-07-20,2027-07-20,"NS10.DNSMADEEASY.COM, NS11.DNSMADEEASY.COM",
19,CINEHOUR.COM,Dynadot Inc,2024-06-27,2025-06-27,"NS1.DYNA-NS.NET, NS2.DYNA-NS.NET",
20,CINEJOSH.COM,Tucows Domains Inc.,2008-12-06,2025-12-06,"NS1.TURBIFY.COM, NS2.TURBIFY.COM",
21,CINELE.COM,"Network Solutions, LLC",1994-06-27,2025-06-26,"DNS01.L-3COM.COM, DNS02.L-3COM.COM, DNS03.L-3COM.COM, DNS04.L-3COM.COM",
22,CINEMA-SCENE.COM,"GoDaddy.com, LLC",2000-04-29,2029-04-29,"NS1.HYPERMART.NET, NS2.HYPERMART.NET",
23,CINEMA-SCOPE.COM,"GoDaddy.com, LLC",2002-06-09,2025-06-09,"NS23.DOMAINCONTROL.COM, NS24.DOMAINCONTROL.COM",
24,CINEMA-SUICIDE.COM,"GMO INTERNET, INC.",2007-06-07,2025-06-07,"NS1.HOSTENS.COM, NS2.HOSTENS.COM",
25,cinema.bg (cinema.bg),N/A,N/A,N/A,N/A,
26,cinema16.org/dvd.php?dvd=3,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
27,CINEMAA.NET,"DomainSite, Inc.",2010-12-13,2024-12-13,"NS1KWY.NAME.COM, NS2FLN.NAME.COM, NS3JMT.NAME.COM, NS4BFY.NAME.COM",
28,cinemacom.com/sight-and-sound.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
29,CINEMAEYE.COM,"TurnCommerce, Inc. DBA NameBright.com",2003-07-23,2025-07-23,"NSG1.NAMEBRIGHTDNS.COM, NSG2.NAMEBRIGHTDNS.COM",
30,cinemagia.ro/actori/steve-kanaly-11780/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
31,cinemahd.net/o/oppressed+logic.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
32,cinemakulubu.com/kategori/oyle-bir-gecer-zamanki/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
33,cinemale.com/new/guest/actorinfo.asp?fullname=colin+ferguson,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
34,cinemaniafilmfestival.com/?language=en,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
35,cinemaparlantquebec.ca/cinema1930-52/pages/films/films.jsp?filmid=112&catgid=41&lang=en,N/A,N/A,N/A,N/A,
36,cinemaretro.com/index.php,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
37,cinemasavvy.com/e/eurotripmovie.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
38,cinemasguzzo.com/1-cinemas-schedules-mega-plex_taschereau_18.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
39,cinemaspider.com/news/december07/article121307-4.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
40,cinemaspot.com/features/frenchfilm.htm,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
41,cinemastrikesback.com/?p=1218,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
42,cinemateca.org/academy_awards/academy_award_categories.htm,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
43,cinematographers.nl,"NAMECHEAP, INC.",2023-08-10,N/A,", Creation, Updated, dns1.namecheaphosting.com, dns2.namecheaphosting.com",
44,CINEMATOGRAPHY.COM,"GoDaddy.com, LLC",1997-02-26,2025-02-27,"NS63.DOMAINCONTROL.COM, NS64.DOMAINCONTROL.COM",
45,cinematour.com/location.php,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
46,cinemax.com/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
47,CINEMEDIOEVO.NET,Tucows Domains Inc.,2002-06-25,2025-06-25,"DNS.TECHNORAIL.COM, DNS2.TECHNORAIL.COM, DNS3.ARUBADNS.NET, DNS4.ARUBADNS.CZ",
48,CINEMORGUE.COM,"GoDaddy.com, LLC",2001-09-07,2025-09-07,"MARLOWE.NS.CLOUDFLARE.COM, SALVADOR.NS.CLOUDFLARE.COM",
49,CINEMORGUE2.COM,"OwnRegistrar, Inc.",2024-01-14,2025-01-14,"A.SHARE-DNS.COM, B.SHARE-DNS.NET, null",
50,cinephiles.org,"NameCheap, Inc.",1998-12-28,2026-12-28,"dns1.registrar-servers.com, dns2.registrar-servers.com",
51,CINEPHILIA.COM,"Inames Co., Ltd.",2003-01-04,2025-01-04,"NS1.BODIS.COM, NS2.BODIS.COM",
52,CINEPICKS.COM,"GoDaddy.com, LLC",2008-05-19,2025-05-19,"NS1.AFTERNIC.COM, NS2.AFTERNIC.COM, VERIFICATION-KQNR5HT7Z8PNVUELK6T645.NS101.VERIFY.HN",
53,cineplex.com/theatres/othertheatres/cine-starz-cote-des-neiges.aspx,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
54,cinepopmedia.com/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
55,cinepx.com/2010/01/country-teacher-2008.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
56,cinereach.org,Tucows Domains Inc.,2005-03-22,2025-03-22,"ed.ns.cloudflare.com, vera.ns.cloudflare.com",
57,CINESCENE.COM,Dynadot Inc,1999-06-28,2026-06-28,"NS1.SERVERHOSTGROUP.COM, NS2.SERVERHOSTGROUP.COM, NS3.SERVERHOSTGROUP.COM",
58,CINESMART.NET,"Spaceship, Inc.",2024-09-09,2025-09-09,"CRIS.NS.CLOUDFLARE.COM, JAMIE.NS.CLOUDFLARE.COM",
59,cinestarz.ca/,N/A,N/A,N/A,N/A,
60,cinetecadelfriuli.org,Tucows Domains Inc.,1997-12-12,2025-12-11,"dns.xnet.it, down.spin.it, up.spin.it",
61,CINEVAULT.COM,"ENOM, INC.",1999-07-13,2025-07-13,"NS1.DOMAIN-IS-4-SALE-AT-DOMAINMARKET.COM, NS2.DOMAINMARKET.COM",
62,cinezik.org,OVH sas,2004-10-25,2025-10-25,"dns.ovh.net, dns13.ovh.net, ns.ovh.net, ns13.ovh.net",
63,cinnamonbarkessentialoil.com/,N/A,N/A,N/A,N/A,"No match for ""CINNAMONBARKESSENTIALOIL.COM"".
>>> Last update of whois database: 2024-12-08T23:38:57Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
64,cinw.net/,N/A,N/A,N/A,N/A,"No match for ""CINW.NET"".
>>> Last update of whois database: 2024-12-08T23:38:57Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
65,cinw.org,"Network Solutions, LLC",2016-10-21,2025-10-21,"ns1.afternic.com, ns2.afternic.com",
66,CIOLEADERSHIPCENTER.COM,"NameSilo, LLC",2007-09-12,2025-09-12,"NS1.SPEEDYDNS.NET, NS2.SPEEDYDNS.NET, NS3.SPEEDYDNS.NET",
67,CIRCADIAN.COM,"Network Solutions, LLC",1994-10-19,2029-10-18,"NS1.CIRCADIAN.DIGITAL, NS2.CIRCADIAN.DIGITAL",
68,CIRCADIANINFO.COM,"Network Solutions, LLC",2010-01-14,2030-01-14,"NS1127.WEBSITEWELCOME.COM, NS1128.WEBSITEWELCOME.COM",
69,CIRCALIGHTING.COM,"GoDaddy.com, LLC",2000-06-06,2025-06-06,"ANGELA.NS.CLOUDFLARE.COM, BURT.NS.CLOUDFLARE.COM",
70,CIRCE.COM,Moniker Online Services LLC,1998-08-04,2025-08-03,"NS1.MONIKERDNS.NET, NS2.MONIKERDNS.NET, NS3.MONIKERDNS.NET, NS4.MONIKERDNS.NET",
71,CIRCLEDHORSES.COM,Adriatic Domains LLC,2024-03-03,2025-03-03,"NS15.ABOVEDOMAINS.COM, NS16.ABOVEDOMAINS.COM",
72,circleofblue.org,"eNom, LLC",2002-01-15,2026-01-15,"ns.liquidweb.com, ns1.liquidweb.com",
73,CIRCLEOFFIFTHS.COM,"GoDaddy.com, LLC",2001-03-07,2025-03-07,"DAWN.NS.CLOUDFLARE.COM, IGOR.NS.CLOUDFLARE.COM",
74,CIRCLEPRIME.COM,"Network Solutions, LLC",1998-05-05,2032-05-04,"YNS1.YAHOO.COM, YNS2.YAHOO.COM",
75,CIRCUIT-PROJECTS.COM,"MarkMonitor, Inc.",2007-11-10,2025-11-10,"PDNS77.ULTRADNS.BIZ, PDNS77.ULTRADNS.COM, PDNS77.ULTRADNS.NET, PDNS77.ULTRADNS.ORG",
76,circuitendurance.ca/en/racelasalle.htm,N/A,N/A,N/A,N/A,
77,circuitgillesvilleneuve.ca/21-news/-the-grand-evening-of-the-grand-prix-du-canada-to-return-on-thursday-june-9-with-benefits-going-to-sainte-justine-chu-and-hopital-sacre-coeur-foundations.html,N/A,N/A,N/A,N/A,
78,CIRCUITNET.COM,"GoDaddy.com, LLC",1995-10-22,2025-10-21,"NS.RACKSPACE.COM, NS2.RACKSPACE.COM",
79,circulars.ca/uniprix/?ville=montreal,N/A,N/A,N/A,N/A,
80,CIRCUMVISTA.COM,"GoDaddy.com, LLC",1999-08-23,2025-08-23,"NS75.DOMAINCONTROL.COM, NS76.DOMAINCONTROL.COM",
81,circushistory.org,FastDomain Inc.,2002-02-08,2025-02-08,"ns1.bluehost.com, ns2.bluehost.com",
82,CIRCUSTHEATRICALS.COM,"GoDaddy.com, LLC",1999-03-31,2025-03-31,"NS01.DOMAINCONTROL.COM, NS02.DOMAINCONTROL.COM",
83,CIRQUE-ELOIZE.COM,PDR Ltd. d/b/a PublicDomainRegistry.com,1998-10-26,2025-10-25,"NS1-35.AZURE-DNS.COM, NS2-35.AZURE-DNS.NET, NS3-35.AZURE-DNS.ORG, NS4-35.AZURE-DNS.INFO",
84,CIRQUE.COM,"Network Solutions, LLC",1996-07-26,2031-07-25,"NS49.WORLDNIC.COM, NS50.WORLDNIC.COM",
85,RGSTARS.NET,"GoDaddy.com, LLC",2006-08-15,2026-08-15,"NS0.WIXDNS.NET, NS1.WIXDNS.NET",
86,CIRQUEFASCINATION.COM,"GoDaddy.com, LLC",2005-03-12,2025-03-12,"NS1.DRIGON.COM, NS2.DRIGON.COM, NS3.DRIGON.COM",
87,cirruspilots.org,NAMECHEAP INC,2001-05-23,2025-05-23,"donald.ns.cloudflare.com, rafe.ns.cloudflare.com",
88,cirta.us,"GoDaddy.com, LLC",2007-12-09,2024-12-08,"ns58.domaincontrol.com, ns57.domaincontrol.com",
89,cis.org,"Network Solutions, LLC",1995-05-01,2025-05-02,"elmo.ns.cloudflare.com, ruth.ns.cloudflare.com",
90,CISAMONTREAL.COM,"Spaceship, Inc.",2024-08-26,2025-08-26,"DOLLY.NS.CLOUDFLARE.COM, YOXALL.NS.CLOUDFLARE.COM",
91,cisblog.ca/2009_02_01_archive.html,N/A,N/A,N/A,N/A,
92,cisfootball.org,"CloudFlare, Inc.",2003-01-11,2025-01-11,"april.ns.cloudflare.com, vick.ns.cloudflare.com",
93,CISL.EDU,N/A,1997-06-18,2027-07-31,N/A,
94,cisport.ca/e/championships/eastwestbowl/2009/story_detail.cfm?id=14187,N/A,N/A,N/A,N/A,
95,CISRESPONSE.COM,"Network Solutions, LLC",2001-08-17,2030-08-17,"NS1.MEGANAMESERVERS.COM, NS2.MEGANAMESERVERS.COM, NS3.MEGANAMESERVERS.COM",
96,CITADELSPORTS.COM,"GoDaddy.com, LLC",1998-08-31,2025-07-31,"NS.RACKSPACE.COM, NS2.RACKSPACE.COM",
97,CITADELTHEATRE.COM,"GoDaddy.com, LLC",1997-04-09,2026-04-10,"NS75.DOMAINCONTROL.COM, NS76.DOMAINCONTROL.COM",
98,CITADELTHEATRESOCIETY.COM,Porkbun LLC,2022-02-11,2025-02-11,"ARUSHI.NS.CLOUDFLARE.COM, ED.NS.CLOUDFLARE.COM",
99,CITEEZE.COM,"Amazon Registrar, Inc.",2008-09-27,2025-09-27,"NS-1257.AWSDNS-29.ORG, NS-1786.AWSDNS-31.CO.UK, NS-303.AWSDNS-37.COM, NS-781.AWSDNS-33.NET",
100,CITEHR.COM,"GoDaddy.com, LLC",2004-01-27,2032-01-27,"NS1.CITE.CO, NS2.CITE.CO",
101,citenature.ca/,N/A,N/A,N/A,N/A,
102,CITEQUOTE.COM,CSL Computer Service Langenbach GmbH d/b/a joker.com,2023-06-21,2025-06-21,"X.NS.JOKER.COM, Y.NS.JOKER.COM, Z.NS.JOKER.COM",
103,cites.org,"Network Solutions, LLC",1997-08-04,2029-08-03,"adam.ns.cloudflare.com, vera.ns.cloudflare.com",
104,citeulike.org,NAMECHEAP INC,2004-11-07,2027-11-07,"kareem.ns.cloudflare.com, tori.ns.cloudflare.com",
105,citicenter.org,"Network Solutions, LLC",2006-04-20,2025-04-20,"ns53.worldnic.com, ns54.worldnic.com",
106,CITIDEXLI.COM,Domainjungle.net LLC,2018-08-26,2025-08-26,"DANIELLA.NS.CLOUDFLARE.COM, LAMAR.NS.CLOUDFLARE.COM",
107,citiesandtowns.org,"GoDaddy.com, LLC",1998-04-21,2025-04-20,"ns05.domaincontrol.com, ns06.domaincontrol.com",
108,CITIESARCHITECTURE.COM,"GoDaddy.com, LLC",2006-09-14,2025-09-14,"NS23.DOMAINCONTROL.COM, NS24.DOMAINCONTROL.COM",
109,citiesinkentucky.com/,N/A,N/A,N/A,N/A,"No match for ""CITIESINKENTUCKY.COM"".
>>> Last update of whois database: 2024-12-08T23:39:14Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
110,CITIESRENTALS.COM,"Misk.com, Inc.",2010-02-18,2026-02-18,"NS1.APPFOLIOWEBSITE.COM, NS2.APPFOLIOWEBSITE.COM, NS3.APPFOLIOWEBSITE.COM, NS4.APPFOLIOWEBSITE.COM",
111,citiesweserve.com/los-angeles-county-sheriff-department/,N/A,N/A,N/A,N/A,"No match for ""CITIESWESERVE.COM"".
>>> Last update of whois database: 2024-12-08T23:39:14Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
112,CITIWORLDPRIVILEGES.COM,"CSC Corporate Domains, Inc.",2009-04-29,2025-04-29,"NS1.NSROOT1.COM, NS2.NSROOT2.COM",
113,citizencaine.org,"HOSTINGER operations, UAB",2001-06-11,2026-06-11,"ns1.dns-parking.com, ns2.dns-parking.com",
114,citizens.org,"Network Solutions, LLC",1996-04-13,2029-04-14,"ns3.tigertech.org, ns1.tigertech.net, ns2.tigertech.biz",
115,CITIZENSBANKNC.COM,"GoDaddy.com, LLC",2024-02-24,2025-02-24,"NS29.DOMAINCONTROL.COM, NS30.DOMAINCONTROL.COM",
116,CITIZENTRIBUNE.COM,"Network Solutions, LLC",1998-01-06,2026-01-05,"NS.LCS.NET, NS2.LCS.NET, NS3.LCS.NET",
117,CITIZINEMAG.COM,"GoDaddy.com, LLC",2003-01-28,2025-01-28,"PDNS05.DOMAINCONTROL.COM, PDNS06.DOMAINCONTROL.COM",
118,citpinc.biz,"GoDaddy.com, LLC",2002-10-02,N/A,"gold1.zid.com, dns2.zid.com",
119,citrusarts.org,"GoDaddy.com, LLC",2005-11-16,2025-11-16,"ns15.domaincontrol.com, ns16.domaincontrol.com",
120,CITWF.COM,"GoDaddy.com, LLC",2000-03-26,2026-03-26,"NS1.SITE4NOW.NET, NS2.SITE4NOW.NET, NS3.SITE4NOW.NET",
121,city-journal.org,"Amazon Registrar, Inc.",1996-06-22,2025-06-21,"ns-1498.awsdns-59.org, ns-1921.awsdns-48.co.uk, ns-880.awsdns-46.net, ns-96.awsdns-12.com",
122,CITY-OF-BRADFORD.COM,"Ascio Technologies, Inc. Danmark - Filial af Ascio technologies, Inc. USA",2000-06-28,2025-06-28,"NS1.MEGANAMESERVERS.EU, NS2.MEGANAMESERVERS.EU, NS3.MEGANAMESERVERS.EU",
123,CITY-OF-BRIDES.COM,"NameSilo, LLC",2002-08-13,2025-08-13,"NS51.DOMAINCONTROL.COM, NS52.DOMAINCONTROL.COM",
124,city-sightseeing.us,"GoDaddy.com, LLC",2006-04-19,2025-04-18,"ns53.domaincontrol.com, ns54.domaincontrol.com",
125,CITY-USA.NET,Gandi SAS,2007-08-22,2025-08-22,"NS-1528.AWSDNS-63.ORG, NS-1689.AWSDNS-19.CO.UK, NS-283.AWSDNS-35.COM, NS-941.AWSDNS-53.NET",
126,CITY-VISITOR.COM,Easyspace Ltd.,2000-02-15,2025-02-15,"NS1.INFOSERVE.COM, NS2.INFOSERVE.COM",
127,CITY-ZONE.COM,Easyspace Ltd.,2003-01-03,2025-01-03,"NS1.BDM.MICROSOFTONLINE.COM, NS2.BDM.MICROSOFTONLINE.COM",
128,CITY.COM,"GoDaddy.com, LLC",1996-03-29,2028-03-30,"NS71.DOMAINCONTROL.COM, NS72.DOMAINCONTROL.COM",
129,CITYATLANTIC.COM,"GoDaddy.com, LLC",2003-05-30,2025-05-30,"NS1.AFTERNIC.COM, NS2.AFTERNIC.COM",
130,CITYBEAT.COM,"GoDaddy.com, LLC",1995-08-22,2025-08-21,"DARWIN.NS.CLOUDFLARE.COM, LOVISA.NS.CLOUDFLARE.COM",
131,citybeautiful.in,"NameCheap, Inc.",2024-11-26,2025-11-26,"treasure.ns.cloudflare.com, denver.ns.cloudflare.com",
