Count,Domain Name,Registrar,Creation Date,Expiration Date,Name Servers,Error
22,cselt.it,Telecom Italia s.p.a.,1997-03-18,2025-08-28,"d, n, s, s, o, 1, ., i, n, t, e, r, b, u, s, i, n, e, s, s, ., i, t, 
,  ,  , d, n, s, s, o, 2, ., i, n, t, e, r, b, u, s, i, n, e, s, s, ., i, t, 
,  ,  , d, n, s, s, o, 3, ., i, n, t, e, r, b, u, s, i, n, e, s, s, ., i, t, 
,  ,  , d, n, s, s, o, 4, ., i, n, t, e, r, b, u, s, i, n, e, s, s, ., i, t",
23,abelard.org,Tucows Domains Inc.,1998-02-27,2031-02-26,"dns3.pair.com, ns0.ns0.com",
24,hugin.dk,N/A,1998-05-11,2025-06-30,"ns1.simply.com, ns2.simply.com, ns3.simply.com, ns4.simply.com",
25,uni-sb.de,N/A,N/A,N/A,"dns1.belwue.de, ns1.rz.uni-sb.de 134.96.100.105, ns.cs.uni-sb.de 134.96.252.20, ns.rz.uni-saarland.de, ns.rz.uni-sb.de 134.96.7.7, ns.uni-sb.de 134.96.254.1",
26,NORSYS.COM,"Network Solutions, LLC",1995-05-16,2025-05-17,"W.DNS.NETNATION.COM, X.DNS.NETNATION.COM",
27,CRA.COM,"Network Solutions, LLC",1991-02-13,2027-02-14,"NS81.WORLDNIC.COM, NS82.WORLDNIC.COM",
28,stes.fi,Planeetta Internet Oy,2004-04-05,2025-04-05,"ns2.domainhotelli.fi, ns1.domainhotelli.fi",
29,unito.it,Consortium GARR,1996-01-29,2025-01-29,"n, s, -, 6, 0, 7, ., a, w, s, d, n, s, -, 1, 1, ., n, e, t, 
,  ,  , n, s, -, 2, 9, 1, ., a, w, s, d, n, s, -, 3, 6, ., c, o, m, 
,  ,  , n, s, -, 1, 7, 2, 5, ., a, w, s, d, n, s, -, 2, 3, ., c, o, ., u, k, 
,  ,  , n, s, -, 1, 3, 8, 2, ., a, w, s, d, n, s, -, 4, 4, ., o, r, g",
30,may.ie,HEAnet,1999-09-13,2025-09-14,"ns1-05.azure-dns.com, ns2-05.azure-dns.net, ns3-05.azure-dns.org, ns4-05.azure-dns.info",
31,icsc-naiso.org,"NameCheap, Inc.",2000-12-20,2025-12-20,"ns1.softlayer.com, ns2.softlayer.com",
32,uni-kassel.de,N/A,N/A,N/A,"dns-1.dfn.de, dns-2.dfn.de, dns-3.dfn.de, pm8-3.its.uni-kassel.de 141.51.8.3, pm8-4.its.uni-kassel.de 141.51.8.4",
33,www.lsi.us.es/iberamia2002/principal_eng.html,N/A,N/A,N/A,N/A,
34,ATLAS-CONFERENCES.COM,UdomainName.com LLC,2000-09-08,2025-09-08,"DNS1.NAMECHEAPHOSTING.COM, DNS2.NAMECHEAPHOSTING.COM",
35,iscb.org,DomainSpot LLC,1997-08-25,2031-08-24,"ns1.dreamhost.com, ns2.dreamhost.com, ns3.dreamhost.com",
36,www.di.uevora.pt/epia03/,N/A,N/A,N/A,N/A,
37,www.dsic.upv.es/ecai2004/,N/A,N/A,N/A,N/A,
38,NIPS.CC,"GoDaddy.com, LLC",2002-03-11,2027-03-11,"NS57.DOMAINCONTROL.COM, NS58.DOMAINCONTROL.COM",
39,eden.dei.uc.pt/~amilcar/creativesystems/,N/A,N/A,N/A,N/A,
40,BIZCHARTS.COM,"Network Solutions, LLC",1996-11-22,2028-11-21,"NS1.DREAMHOST.COM, NS2.DREAMHOST.COM, NS3.DREAMHOST.COM",
41,forum2.org,Moniker Online Services LLC,1997-03-10,2025-03-11,"ns-cloud-c1.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c3.googledomains.com",
42,EARLHAM.EDU,N/A,1990-04-20,2025-07-31,N/A,
43,FIRSTTHINGS.COM,"GoDaddy.com, LLC",1996-06-07,2029-06-06,"NS10.DNSMADEEASY.COM, NS11.DNSMADEEASY.COM, NS12.DNSMADEEASY.COM, NS13.DNSMADEEASY.COM, NS14.DNSMADEEASY.COM, NS15.DNSMADEEASY.COM",
44,isle.org,Tucows Domains Inc.,1995-03-05,2025-03-06,"a.auth-ns.sonic.net, b.auth-ns.sonic.net, c.auth-ns.sonic.net",
45,abo.fi,OVH SAS,1991-01-01,2025-08-31,"ns2.abo.fi, ns-secondary.funet.fi, ns1.abo.fi",
46,uregina.ca,DomainePlus.com (3612040 CANADA inc.),2000-10-19,2030-01-16,"atlas.cc.uregina.ca, fw.uregina.ca, ns1.d-zone.ca, ns2.d-zone.ca, sue.cc.uregina.ca",
47,ORTECH-ENGR.COM,"GoDaddy.com, LLC",1995-07-03,2027-07-02,"DNS.ORTECH-ENGR.COM, NS1.SWBELL.NET, NS2.SWBELL.NET",
48,ANSWERMATH.COM,"GoDaddy.com, LLC",2000-09-30,2025-09-30,"NS1.AFTERNIC.COM, NS2.AFTERNIC.COM",
49,CLARKSON.EDU,N/A,1986-11-21,2025-07-31,N/A,
50,OMEGA.COM,"CSC Corporate Domains, Inc.",1993-03-19,2027-09-29,"UDNS1.CSCDNS.NET, UDNS2.CSCDNS.UK",
51,uni-dortmund.de,N/A,N/A,N/A,"dns-3.dfn.de, ns1.itmc.tu-dortmund.de, ns2.itmc.tu-dortmund.de, secondary.rrze.uni-erlangen.de",
52,WORLDSCINET.COM,"Cloudflare, Inc.",2001-06-01,2025-06-01,"AMBER.NS.CLOUDFLARE.COM, ANDY.NS.CLOUDFLARE.COM",
53,www.cs.elte.hu/~jfodor/,N/A,N/A,N/A,N/A,
54,satirist.org,"Register.com, Inc.",2000-06-18,2026-06-18,"ns1.a2hosting.com, ns2.a2hosting.com, ns3.a2hosting.com, ns4.a2hosting.com",
55,RED3D.COM,"Network Solutions, LLC",2000-01-24,2026-01-24,"NS29.WORLDNIC.COM, NS30.WORLDNIC.COM",
56,CGF-AI.COM,NameWeb BVBA,2000-12-13,2024-12-13,"NS1.BHOSTED.NL, NS3.BHOSTED.NL, NS4.BHOSTED.NL",
57,policyalmanac.org,"Network Solutions, LLC",2000-02-29,2027-03-01,"ns.oneworldhosting.com, ns2.oneworldhosting.com",
58,VILLANOVA.EDU,N/A,1998-03-19,2025-07-31,N/A,
59,ROBINUPTON.COM,CSL Computer Service Langenbach GmbH d/b/a joker.com,2001-06-29,2025-06-29,"NS1.DREAMHOST.COM, NS2.DREAMHOST.COM, NS3.DREAMHOST.COM",
60,AI-CENTER.COM,Hosting Concepts B.V. d/b/a Registrar.eu,1999-10-24,2027-10-24,"NS1.SUPERB.NET, NS2.SUPERB.NET, NS3.SUPERB.NET, NS4.SUPERB.NET, NS5.SUPERB.NET",
61,igda.org,"NameCheap, Inc.",1999-10-06,2025-10-06,"dns1.registrar-servers.com, dns2.registrar-servers.com",
62,LALENA.COM,"Cloudflare, Inc.",1998-04-21,2025-04-20,"DIVA.NS.CLOUDFLARE.COM, DUKE.NS.CLOUDFLARE.COM",
63,GENETIC-PROGRAMMING.COM,"GoDaddy.com, LLC",1997-07-08,2026-07-07,"NS1.BLUEHOST.COM, NS2.BLUEHOST.COM",
64,handshake.de,N/A,N/A,N/A,"ns.handshake.de 88.198.35.2, robotns2.second-ns.de",
65,FORETRADE.COM,"ENOM, INC.",1998-12-18,2025-12-18,"DNS1.NAME-SERVICES.COM, DNS2.NAME-SERVICES.COM, DNS3.NAME-SERVICES.COM, DNS4.NAME-SERVICES.COM, DNS5.NAME-SERVICES.COM",
66,OPTIWATER.COM,"GoDaddy.com, LLC",2000-10-05,2025-07-30,"DNS.SITE5.COM, DNS2.SITE5.COM",
67,dynamics.org,"Network Solutions, LLC",2000-01-26,2029-01-26,"ns1.bluehost.com, ns2.bluehost.com",
68,OURSLAND.NET,"Network Solutions, LLC",1999-07-16,2025-07-16,"NS1.YOUR-SITE.COM, NS2.YOUR-SITE.COM",
69,DNA-EVOLUTIONS.COM,IONOS SE,2006-02-19,2025-02-19,"NS1025.UI-DNS.ORG, NS1043.UI-DNS.DE, NS1059.UI-DNS.BIZ, NS1070.UI-DNS.COM",
70,users.otenet.gr/~daidalos/hcsl/,N/A,N/A,N/A,N/A,
71,REVOLEDU.COM,PDR Ltd. d/b/a PublicDomainRegistry.com,2003-10-28,2032-10-28,"NS1.LINODE.COM, NS2.LINODE.COM, NS3.LINODE.COM, NS4.LINODE.COM, NS5.LINODE.COM",
72,www.iiia.csic.es/people/enric/aicom.html,N/A,N/A,N/A,N/A,
73,MERL.COM,"Network Solutions, LLC",1991-03-28,2025-03-29,"CAMBRIDGE.MERL.COM, DNSAUTH1.SYS.GTEI.NET, DNSAUTH2.SYS.GTEI.NET, DNSAUTH3.SYS.GTEI.NET, NS1.MERL.COM",
74,kddresearch.org,"Amazon Registrar, Inc.",2000-08-02,2027-08-02,"ns-1181.awsdns-19.org, ns-1755.awsdns-27.co.uk, ns-220.awsdns-27.com, ns-909.awsdns-49.net",
75,ijs.si,Arnes,1992-02-07,2025-06-06,"niobe.ijs.si (193.2.4.24,2001:1470:ff80::24), aa.arnes.si (193.2.1.87,2001:1470:8000::87), nsp.dnsnode.net",
76,UNCA.EDU,N/A,1989-05-16,2025-07-31,N/A,
77,TUFTS.EDU,N/A,1987-06-22,2025-07-31,N/A,
78,rcsb.org,"Network Solutions, LLC",1998-02-27,2027-02-26,"dns1.p03.nsone.net, dns2.p03.nsone.net, dns3.p03.nsone.net, dns4.p03.nsone.net",
79,unisannio.it,Consortium GARR,1999-07-16,2025-07-16,"n, s, ., u, n, i, s, a, n, n, i, o, ., i, t, 
,  ,  , d, n, s, 2, ., u, n, i, s, a, n, n, i, o, ., i, t, 
,  ,  , n, s, 1, ., g, a, r, r, ., n, e, t",
80,ISI.EDU,N/A,1986-03-10,2027-07-31,N/A,
81,DAVIDDLEWIS.COM,"GoDaddy.com, LLC",2000-05-27,2029-05-27,"NS1.PROVIDEDNS.COM, NS2.PROVIDEDNS.COM",
82,BRYNMAWR.EDU,N/A,1989-06-15,2025-07-31,N/A,
83,www.iro.umontreal.ca/~lisa/,N/A,N/A,N/A,N/A,
84,su.se,Loopia AB,1987-01-01,2025-12-31,"ns2.su.se 130.237.181.250 2001:6b0:5:1227::250, ns3.su.se 193.11.31.58 2001:6b0:5:790::58, ns1.su.se 130.237.181.242 2001:6b0:5:1226::242",
85,uni-freiburg.de,N/A,N/A,N/A,"dns0.fun.uni-freiburg.de 132.230.200.200 2001:7c0:2500:1:0:0:53:0, dns1.belwue.de, dns1.fun.uni-freiburg.de 132.230.201.111 2001:7c0:2500:2:0:0:53:1, dns3.belwue.de, dns5.belwue.de",
86,GMDH.NET,"OVH, SAS",2001-12-13,2025-12-13,"NS1.HOSTFACTOR.EU, NS2.HOSTFACTOR.EU",
87,UCSC.EDU,N/A,1987-01-29,2027-07-31,N/A,
88,kuleuven.be,N/A,2000-08-22,N/A,"d, n, s, 1, ., k, u, l, n, e, t, ., k, u, l, e, u, v, e, n, ., b, e",
89,edres.org,IONOS SE,2003-07-03,2025-07-03,"ns1116.ui-dns.org, ns1060.ui-dns.de, ns1100.ui-dns.com, ns1117.ui-dns.biz",
90,SDSC.EDU,N/A,1987-03-26,2025-07-31,N/A,
91,mpg.de,N/A,N/A,N/A,"dns1.gwdg.de, dns2.gwdg.de, dns3.gwdg.de, ns1.es.net, sat.rzg.mpg.de 130.183.1.21",
92,yom-tov.info,PDR Ltd. d/b/a PublicDomainRegistry.com,2004-07-20,2025-07-20,"ns1.bigbytes.net, ns2.bigbytes.net",
93,DEVICEFORGE.COM,"GoDaddy.com, LLC",2001-06-29,2025-06-29,"NS1.C16885.SGVPS.NET, NS2.C16885.SGVPS.NET",
94,ALIAS-I.COM,"GoDaddy.com, LLC",2002-01-23,2025-01-23,"NS63.DOMAINCONTROL.COM, NS64.DOMAINCONTROL.COM",
95,ailab.si,Gostovanje in domene NEOSERV.si,2004-03-25,2034-06-06,"freedns1.neoserv.si (85.159.233.17), freedns2.neoserv.si (185.136.96.111), freedns3.neoserv.si (185.136.98.111), freedns4.neoserv.si (46.165.223.182)",
96,SGI.COM,"MarkMonitor, Inc.",1994-05-10,2025-05-11,"NS1.HPE.COM, NS2.HPE.COM, NS3.HPE.COM, NS4.HPE.COM, NS5.HPE.COM, NS6.HPE.COM, NS7.HPE.COM, NS8.HPE.COM",
97,oulu.fi,Domainkeskus Oy,1991-01-01,2025-08-31,"ns-secondary.funet.fi, ousrvr.oulu.fi, ousrvr2.oulu.fi",
98,pasteur.fr,NAMESHIELD,1994-12-31,2029-02-10,"nsa.perf1.fr, nsb.perf1.com, nsc.perf1.com",
99,PARAMIND.NET,"Network Solutions, LLC",1998-04-09,2026-04-08,"NS1.LP.HOSTPAPA.COM, NS2.LP.HOSTPAPA.COM",
100,OPTIMALDESIGN.COM,"Network Solutions, LLC",1998-06-19,2034-06-18,"NS1.VERIO.COM, NS2.VERIO.COM",
101,KANUNGO.COM,DREAMHOST,2002-09-02,2025-09-02,"NS-1012.AWSDNS-62.NET, NS-1532.AWSDNS-63.ORG, NS-1669.AWSDNS-16.CO.UK, NS-220.AWSDNS-27.COM",
102,nongnu.org,Gandi SAS,2002-09-13,2025-09-13,"ns4.gnu.org, ns1.gnu.org, ns2.gnu.org, ns3.gnu.org",
103,WSU.EDU,N/A,1987-04-14,2025-07-31,N/A,
104,sciencemag.org,"Network Solutions, LLC",1996-04-28,2025-04-29,"ns01.aaas.org, ns02.aaas.org, ns03.aaas.org",
105,mloss.org,INWX GmbH,2007-01-23,2025-01-23,"ns.inwx.ch, ns2.inwx.ch, ns3.inwx.eu",
106,ALEXA.COM,"MarkMonitor, Inc.",1996-07-17,2025-07-16,"NS-115.AWSDNS-14.COM, NS-1324.AWSDNS-37.ORG, NS-1556.AWSDNS-02.CO.UK, NS-672.AWSDNS-20.NET",
107,C-SHARPCORNER.COM,"DNC Holdings, Inc",2000-09-13,2027-09-13,"BILL.NS.CLOUDFLARE.COM, DONNA.NS.CLOUDFLARE.COM",
108,NEC-LABS.COM,"Network Solutions, LLC",2002-10-25,2025-10-25,"NS-1052.AWSDNS-03.ORG, NS-1549.AWSDNS-01.CO.UK, NS-253.AWSDNS-31.COM, NS-799.AWSDNS-35.NET",
109,AIDANF.NET,"Register.com, Inc.",2005-06-23,2025-06-23,"DNS1.P08.NSONE.NET, DNS2.P08.NSONE.NET, DNS3.P08.NSONE.NET, DNS4.P08.NSONE.NET",
110,dmitry-kazakov.de,N/A,N/A,N/A,"docks01.rzone.de, shades11.rzone.de",
111,esuli.it,Seeweb S.r.l.,2002-06-13,2025-10-08,"n, s, 1, ., t, h, ., s, e, e, w, e, b, ., i, t, 
,  ,  , n, s, 2, ., t, h, ., s, e, e, w, e, b, ., i, t",
112,CHRISDONNAN.COM,"Domain.com, LLC",2006-01-24,2026-01-24,"NS1.DOTSTER.COM, NS2.DOTSTER.COM",
113,dfki.de,N/A,N/A,N/A,"deneb.dfn.de, ns1.dfki.de 134.96.188.22, ns2.dfki.de 134.96.188.27, ns.informatik.uni-bremen.de, ns.rz.uni-saarland.de",
114,cnr.it,Consortium GARR,1996-01-29,2025-01-29,"n, s, ., g, e, ., c, n, r, ., i, t, 
,  ,  , n, a, m, e, s, e, r, v, e, r, ., c, n, r, ., i, t, 
,  ,  , d, n, s, ., c, n, r, ., i, t, 
,  ,  , d, n, s, 2, ., c, n, r, ., i, t",
115,LEEDBERG.COM,DREAMHOST,2000-12-14,2025-12-14,"NS1.DREAMHOST.COM, NS2.DREAMHOST.COM, NS3.DREAMHOST.COM",
116,TRIUMPHPC.COM,"Network Solutions, LLC",1999-05-28,2027-05-28,"NS71.WORLDNIC.COM, NS72.WORLDNIC.COM",
117,PARNASSE.COM,"Network Solutions, LLC",1995-04-20,2029-04-21,"DNS2.PAIR.COM, NS0.NS0.COM",
118,FRONTIERNET.NET,"Register.com, Inc.",1995-10-14,2025-10-13,"A1-204.AKAM.NET, A13-67.AKAM.NET, AUTH.DLLS.PA.FRONTIERNET.NET, AUTH.FRONTIERNET.NET, AUTH.ROCH.NY.FRONTIERNET.NET",
119,PAOLOENTERTAINMENT.COM,Tucows Domains Inc.,2024-03-13,2025-03-13,"NS1.RENEWYOURNAME.NET, NS2.RENEWYOURNAME.NET",
120,abenteuermedien.de,N/A,N/A,N/A,"justin.ns.cloudflare.com, lorna.ns.cloudflare.com",
121,ALGEBRA.COM,"Domain.com, LLC",1995-11-09,2025-11-08,"NS19.CHUDOV.COM, NS21.CHUDOV.COM",
122,WOOMERANG.COM,"Ascio Technologies, Inc. Danmark - Filial af Ascio technologies, Inc. USA",2001-02-11,2026-02-11,"NS1.MEGANAMESERVERS.EU, NS2.MEGANAMESERVERS.EU, NS3.MEGANAMESERVERS.EU",
123,taik.fi,Aalto-korkeakoulus��ti�,2010-03-21,2025-03-21,"ns02.aalto.fi, ns01.aalto.fi, ns03.aalto.fi",
124,vrconsulting.it,Munpe Invest SL,2020-12-30,2024-12-30,"n, s, 1, ., v, o, o, d, o, o, ., c, o, m, 
,  ,  , n, s, 2, ., v, o, o, d, o, o, ., c, o, m",
125,chatbots.org,"GoDaddy.com, LLC",2006-04-10,2026-04-10,"nelly.ns.cloudflare.com, sam.ns.cloudflare.com",
126,MYCYBERTWIN.COM,"CSC Corporate Domains, Inc.",2005-12-21,2024-12-21,"NS.RACKSPACE.COM, NS2.RACKSPACE.COM",
127,PINECAM.COM,FastDomain Inc.,1997-09-03,2025-09-02,"SEAN.NS.CLOUDFLARE.COM, TARA.NS.CLOUDFLARE.COM",
128,CLOUDGARDEN.COM,GoDaddy Online Services Cayman Islands Ltd.,2000-06-20,2026-06-20,"NS1.MYTRAFFICMANAGEMENT.COM, NS2.MYTRAFFICMANAGEMENT.COM",
129,MOBYGAMES.COM,"CSC Corporate Domains, Inc.",1999-01-30,2025-05-11,"MARTHA.NS.CLOUDFLARE.COM, NORM.NS.CLOUDFLARE.COM",
130,uni-bremen.de,N/A,N/A,N/A,"dns-2.dfn.de, ines.zfn.uni-bremen.de 134.102.20.20 2001:638:708:20:0:0:0:20, ns.informatik.uni-bremen.de 134.102.200.14",
131,BARBERI.COM,NameSecure L.L.C.,1999-12-14,2025-12-14,"NS1.DIGITALOCEAN.COM, NS2.DIGITALOCEAN.COM, NS3.DIGITALOCEAN.COM",
132,RIKEN.JP,N/A,2001-04-23,2025-04-30,"ns.riken.jp, rknss2.riken.jp, dns-x.sinet.ad.jp",
133,JURIKRES.COM,"Network Solutions, LLC",1995-05-17,2026-05-18,"NS1.SAGE.ARVIXE.COM, NS2.SAGE.ARVIXE.COM",
134,HARTFORD.EDU,N/A,1989-09-18,2025-07-31,N/A,
135,DONTVETER.COM,FastDomain Inc.,1998-07-08,2025-07-07,"NS1.BLUEHOST.COM, NS2.BLUEHOST.COM",
136,uni-bielefeld.de,N/A,N/A,N/A,"dns-2.dfn.de, ns1.uni-bielefeld.de 129.70.182.7 2001:638:504:8204:0:0:0:7, ns2.uni-bielefeld.de 129.70.182.23 2001:638:504:8204:0:0:0:23",
137,OREGONSTATE.EDU,N/A,1999-02-09,2025-07-31,N/A,
138,migraine-aura.org,"Sav.com, LLC - 41",2023-05-14,2025-05-14,"amir.ns.cloudflare.com, karsyn.ns.cloudflare.com",
139,www.kik.pcz.czest.pl/~rutkowski/,N/A,N/A,N/A,N/A,
140,gersteinlab.org,easyDNS Technologies Inc.,2003-11-06,2025-11-06,"ns1.easydns.com, ns2.easydns.com, remote2.easydns.com, remote1.easydns.com",
141,www.igi.tugraz.at/maass/,N/A,N/A,N/A,N/A,
142,SALK.EDU,N/A,1993-09-30,2027-07-31,N/A,
143,ens.fr,GIP RENATER,1994-12-31,2024-12-31,"ext.lri.fr, ns.ens.fr, ns1.ens.fr, ns2.ens.fr, ns2.nic.fr",
144,COS.COM,"CSC Corporate Domains, Inc.",1996-09-25,2034-09-24,"A1-139.AKAM.NET, A11-66.AKAM.NET, A12-67.AKAM.NET, A28-64.AKAM.NET, A5-65.AKAM.NET, A8-66.AKAM.NET",
145,inns.org,"CloudFlare, Inc.",2000-05-15,2025-05-15,"anna.ns.cloudflare.com, anuj.ns.cloudflare.com",
146,q12.org,FastDomain Inc.,2000-03-03,2025-03-03,"ns1.bluehost.com, ns2.bluehost.com",
147,neuroteam.de,N/A,N/A,N/A,"docks18.rzone.de, shades06.rzone.de",
148,UTA.EDU,N/A,1986-03-19,2026-07-31,N/A,
149,light-speed.de,N/A,N/A,N/A,"ns2.light-speed.de 85.214.83.151 2a01:238:4275:4d00:b851:6489:fb18:f738, ns.light-speed.de 85.214.38.116 2a01:238:43f2:8900:dd04:e3a0:ee11:a73d",
150,NEURALWARE.COM,"Network Solutions, LLC",1995-12-14,2027-12-13,"NS.INMOTIONHOSTING.COM, NS2.INMOTIONHOSTING.COM",
151,CDRNET.NET,1API GmbH,1999-05-01,2025-05-01,"DIANA.NS.CLOUDFLARE.COM, ODIN.NS.CLOUDFLARE.COM",
152,genesis-sim.org,"Register.com, Inc.",2001-07-10,2026-07-10,"ns1.dreamhost.com, ns2.dreamhost.com",
153,OBITKO.COM,GRANSY S.R.O D/B/A SUBREG.CZ,2003-07-16,2032-07-16,"NS.WEB4U.CZ, NS2.WEB4U.CZ",
154,MATHWORKS.COM,"MarkMonitor, Inc.",1989-10-03,2025-10-02,"NS-1482.AWSDNS-57.ORG, NS-1873.AWSDNS-42.CO.UK, NS-362.AWSDNS-45.COM, NS-582.AWSDNS-08.NET",
155,foa.se,Loopia AB,1987-10-21,2025-12-31,"orebro.dns.swip.net, ns1.foi.se 150.227.5.131, b.dns.tele2.net 213.50.29.195 2001:6f0:0:1::1:2, a.dns.tele2.net 213.50.29.190 2001:6f0:0:1::2:2, dns2.telenor.se 213.150.128.30 2a02:1400:17:102::1",
156,itc.it,Key-Systems GmbH,1996-01-29,2025-11-12,"d, n, s, 1, ., n, s, d, n, s, ., i, n, f, o, 
,  ,  , d, n, s, 2, ., n, s, d, n, s, ., i, n, f, o, 
,  ,  , d, n, s, 3, ., n, s, d, n, s, ., i, n, f, o, 
,  ,  , n, s, 0, ., f, b, k, ., e, u, 
,  ,  , n, s, 1, ., f, b, k, ., e, u",
157,oru.se,Loopia AB,1998-11-12,2025-11-12,"ns1.oru.se 130.243.97.77 2001:6b0:2b:2001::77, ns2.oru.se 130.243.98.111 2001:6b0:2b:2005::111, ns3.oru.se 192.121.209.51 2a0a:bcc0:40::fd",
158,www.teuscher.ch/christof,N/A,N/A,N/A,N/A,
159,liawww.epfl.ch/~faltings,N/A,N/A,N/A,N/A,
160,UTEP.EDU,N/A,1994-05-25,2027-07-31,N/A,
161,utwente.nl,Universiteit Twente,1986-10-16,N/A,", Creation, Updated, ns1.utwente.nl, ns2.utwente.nl, ns3.utwente.nl",
162,ECU.EDU,N/A,1989-04-05,2025-07-31,N/A,
163,uni-saarland.de,N/A,N/A,N/A,"dns-1.dfn.de, ns1.rz.uni-saarland.de 134.96.100.105 2001:638:200:811b:0:1:0:1, ns.cs.uni-sb.de, ns.rz.uni-saarland.de 134.96.7.7, ns.uni-sb.de",
164,cinvestav.mx,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",1993-01-31,2025-01-30,"mvax1.red.cinvestav.mx       148.247.1.1, soun.red.cinvestav.mx       148.247.1.2, dns3.tamps.cinvestav.mx       148.247.202.201",
165,uni-osnabrueck.de,N/A,N/A,N/A,"dns-1.serv.uni-osnabrueck.de 131.173.245.1 2001:638:508:f50:0:0:83ad:f501, dns-2.serv.uni-osnabrueck.de 141.41.241.52, dns-3.serv.uni-osnabrueck.de 141.70.192.33 2001:7c7:2441:853:0:0:0:5353",
166,utcluj.ro,ICI - Registrar,2001-01-01,2027-05-30,"hercule.utcluj.ro, marmota.cluj.roedu.net, ns1.utcluj.ro",
167,uni-potsdam.de,N/A,N/A,N/A,"deneb.dfn.de, dns-3.dfn.de, ns1.uni-potsdam.de 141.89.64.1 2001:638:807:40:0:0:0:2, ns2.uni-potsdam.de 141.89.65.1 2001:638:807:41:0:0:0:2",
168,UWOSH.EDU,N/A,1990-08-20,2025-07-31,N/A,
169,CNU.EDU,N/A,1994-08-22,2025-07-31,N/A,
170,DAVID-REITTER.COM,PDR Ltd. d/b/a PublicDomainRegistry.com,2006-01-01,2025-01-01,"NS.PHX4.NEARLYFREESPEECH.NET, NS.PHX5.NEARLYFREESPEECH.NET",
171,univ-paris5.fr,GIP RENATER,1995-09-04,2025-09-28,"delta.univ-paris5.fr, descartes0.math-info.univ-paris5.fr",
172,inra.fr,GIP RENATER,1994-12-31,2024-12-31,"ns1.inra.fr, ns2.inra.fr, ns3.inra.fr",
173,uni-koblenz.de,N/A,N/A,N/A,"ns1.hosting.de, ns3.uni-koblenz.de 141.26.8.53 2001:4c80:50:0:0:0:0:835, ns4.uni-koblenz.de 141.26.9.53 2001:4c80:50:0:0:0:0:935",
174,FIU.EDU,N/A,1989-11-20,2027-07-31,N/A,
175,webdiis.unizar.es/~mitrovic/,N/A,N/A,N/A,N/A,
176,KIT.EDU,N/A,2006-09-28,2025-07-31,N/A,
