Count,Domain Name,Registrar,Creation Date,Expiration Date,Name Servers,Error
53,hayesfuneralhome.ca,DOMAINScanada.ca Inc.,2010-09-13,2033-09-13,"ns-1361.awsdns-42.org, ns-1752.awsdns-27.co.uk, ns-296.awsdns-37.com, ns-650.awsdns-17.net",
54,HAYHOUSE.COM,"GoDaddy.com, LLC",1996-09-26,2026-02-07,"NS1.HH-DNS.COM, NS2.HH-DNS.COM, NS3.HH-DNS.COM, NS4.HH-DNS.COM, NS5.HH-DNS.COM, NS6.HH-DNS.COM",
55,HAYK.NET,"GoDaddy.com, LLC",2004-09-15,2025-09-15,"NS8081.HOSTGATOR.COM, NS8082.HOSTGATOR.COM",
56,HAYLYNNCOHEN.COM,"GoDaddy.com, LLC",2005-06-13,2025-06-13,"NS19.DOMAINCONTROL.COM, NS20.DOMAINCONTROL.COM",
57,haymed.org,"GoDaddy.com, LLC",1996-10-25,2027-10-24,"ns67.domaincontrol.com, ns68.domaincontrol.com",
58,haynato.com/sports/mma/ufc-124-st-pierre-vs-koscheck/,N/A,N/A,N/A,N/A,"No match for ""HAYNATO.COM"".
>>> Last update of whois database: 2024-12-09T00:09:45Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
59,HAYNESBOONE.COM,"Network Solutions, LLC",1998-03-13,2029-03-12,"NS1.EASYDNS.COM, NS2.EASYDNS.COM, REMOTE1.EASYDNS.COM, REMOTE2.EASYDNS.COM",
60,HAYNESELECTRICUTILITY.COM,"GoDaddy.com, LLC",2007-11-26,2026-11-26,"NS41.DOMAINCONTROL.COM, NS42.DOMAINCONTROL.COM",
61,HAZARATUBE.NET,Danesco Trading Ltd.,2023-01-15,2025-01-15,"NS1.PUB-NS.ME, NS2.PUB-NS.ME",
62,HAZARDEXONTHENET.NET,Tucows Domains Inc.,2001-10-25,2025-10-25,"NS0.PHASE8.NET, NS1.PHASE8.NET, NS2.PHASE8.NET",
63,hazards.org,Tucows Domains Inc.,1998-07-13,2025-07-12,"ns1.namecity.com, ns2.namecity.com",
64,hazegray.org,"Register.com, Inc.",2000-04-10,2025-04-10,"ns1.prycom.net, ns2.prycom.net",
65,HAZELSBUTCHERS.COM,"ENOM, INC.",2015-06-02,2025-06-02,"DNS1.UK2.NET, DNS2.UK2.NET, DNS3.UK2.NET",
66,hazelwood.de,N/A,N/A,N/A,"root-dns.netcup.net, second-dns.netcup.net, third-dns.netcup.net",
67,hazletsoccer.org,"Network Solutions, LLC",2000-02-10,2027-02-10,"ns10.demosphere.com, ns11.demosphere.com, ns12.demosphere.com, ns13.demosphere.com, ns14.demosphere.com, ns15.demosphere.com",
68,HBC.COM,"MarkMonitor, Inc.",1994-03-05,2025-03-06,"NS10.DNSMADEEASY.COM, NS11.DNSMADEEASY.COM, NS12.DNSMADEEASY.COM, NS13.DNSMADEEASY.COM, NS14.DNSMADEEASY.COM, NS15.DNSMADEEASY.COM",
69,HBDIRECT.COM,"Amazon Registrar, Inc.",1995-03-27,2030-03-28,"NS-1014.AWSDNS-62.NET, NS-1457.AWSDNS-54.ORG, NS-1923.AWSDNS-48.CO.UK, NS-5.AWSDNS-00.COM",
70,HBEUROPE.COM,Catch Deleting Names LLC,2020-07-30,2025-07-30,"DANIELLA.NS.CLOUDFLARE.COM, LAMAR.NS.CLOUDFLARE.COM",
71,hboasia.com/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
72,hboboxing.net/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
73,HBOCANADA.COM,MarkMonitor Inc.,2005-04-05,2026-04-05,"NS-1486.AWSDNS-57.ORG, NS-2041.AWSDNS-63.CO.UK, NS-300.AWSDNS-37.COM, NS-808.AWSDNS-37.NET",
74,HBOFAMILY.COM,MarkMonitor Inc.,1996-10-10,2025-10-09,"NS1.MARKMONITOR.COM, NS2.MARKMONITOR.COM, NS3.MARKMONITOR.COM, NS4.MARKMONITOR.COM, NS5.MARKMONITOR.COM, NS6.MARKMONITOR.COM, NS7.MARKMONITOR.COM",
75,HBOGO.COM,MarkMonitor Inc.,2006-06-20,2026-06-20,"NS-1256.AWSDNS-29.ORG, NS-18.AWSDNS-02.COM, NS-1990.AWSDNS-56.CO.UK, NS-761.AWSDNS-31.NET",
76,hboprofugos.cl/,N/A,N/A,N/A,N/A,
77,HBOSOUTHASIA.COM,"NameCheap, Inc.",2021-10-27,2025-10-27,"DNS1.REGISTRAR-SERVERS.COM, DNS2.REGISTRAR-SERVERS.COM",
78,hboworldboxing.com/apps/hboe/hboboxing/boxer.do?boxertkey=indp4190,N/A,N/A,N/A,N/A,"No match for ""HBOWORLDBOXING.COM"".
>>> Last update of whois database: 2024-12-09T00:09:45Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
79,hbsgermany.de,N/A,N/A,N/A,"ns2.checkdomain.de, ns.checkdomain.de",
80,hbshealthalumni.org,"Register.com, Inc.",2009-03-12,2025-03-12,"dns101.register.com, dns102.register.com",
81,hbstech.org,"GoDaddy.com, LLC",2004-08-25,2025-08-25,"ns47.domaincontrol.com, ns48.domaincontrol.com",
82,HBU.EDU,N/A,1995-09-21,2027-07-31,N/A,
83,hcad.org/resources/appraisaldistricts.asp,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
84,hcamediaworks.com/ams/login.do,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
85,hcap.ch/it/prima-squadra,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
86,hcarchinc.com/officers.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
87,HCC.COM,"Network Solutions, LLC",1992-04-09,2027-04-10,"EDNS1.ULTRADNS.BIZ, EDNS1.ULTRADNS.COM, EDNS1.ULTRADNS.NET, EDNS1.ULTRADNS.ORG",
88,hccfl.edu/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
89,HCGS.NET,"Register.com, Inc.",2000-01-22,2025-01-22,"NS.SITEPROTECT.COM, NS2.SITEPROTECT.COM",
90,hcgsdata.org,"eNom, LLC",2007-04-23,2025-04-23,"ns10.qth.com, ns16.qth.com",
91,hcltech.com/geo-spread/us/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
92,hclugano.ch/index.cfm?fuseaction=m13.home&newsdetail=140&type_news=shop,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
93,hcn.org/wotr/pulling-an-everett-ruess,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
94,HCORIDETHEWAVE.COM,"MarkMonitor, Inc.",2009-03-16,2025-03-16,"A1-58.AKAM.NET, A26-65.AKAM.NET, A3-66.AKAM.NET, A4-67.AKAM.NET, A8-64.AKAM.NET, A9-65.AKAM.NET",
95,HCP.COM,"Network Solutions, LLC",1994-03-20,2034-03-21,"NS0.DNSMADEEASY.COM, NS1.DNSMADEEASY.COM",
96,hcphes.org,"Network Solutions, LLC",2006-10-16,2027-10-16,"ns1.hctx.net, ns2.hctx.net, ns3.hctx.net",
97,hcschools.org,"Network Solutions, LLC",2000-04-28,2025-04-28,"ns1.ena.com, ns2.ena.com",
98,hcso.org,"Network Solutions, LLC",1996-06-11,2034-06-10,"ns-1317.awsdns-36.org, ns-1626.awsdns-11.co.uk, ns-3.awsdns-00.com, ns-861.awsdns-43.net",
99,HDACCESSORY.COM,"DomainPeople, Inc.",2006-11-02,2028-11-02,"NS1.BIGCOMMERCE.COM, NS2.BIGCOMMERCE.COM, NS3.BIGCOMMERCE.COM",
100,HDATING.NET,"GoDaddy.com, LLC",2021-10-31,2025-10-31,"NS27.DOMAINCONTROL.COM, NS28.DOMAINCONTROL.COM",
101,HDFORUMS.COM,"GoDaddy.com, LLC",2003-11-26,2025-11-26,"LUKE.NS.CLOUDFLARE.COM, MEGAN.NS.CLOUDFLARE.COM",
102,HDICON.COM,"NameCheap, Inc.",2008-12-04,2025-12-04,"DAVID.NS.CLOUDFLARE.COM, DELL.NS.CLOUDFLARE.COM",
103,HDJN.COM,"GoDaddy.com, LLC",2002-12-02,2025-12-02,"NS71.DOMAINCONTROL.COM, NS72.DOMAINCONTROL.COM",
104,hdmivideocards.org/,N/A,N/A,N/A,N/A,"Domain not found.
>>> Last update of WHOIS database: 2024-12-09T00:10:06Z <<<

Terms of Use: Access to Public Interest Registry WHOIS information is provided to assist persons in determining the contents of a domain name registration record in the Public Interest Registry registry database. The data in this record is provided by Public Interest Registry for informational purposes only, and Public Interest Registry does not guarantee its accuracy. This service is intended only for query-based access. You agree that you will use this data only for lawful purposes and that, under no circumstances will you use this data to (a) allow, enable, or otherwise support the transmission by e-mail, telephone, or facsimile of mass unsolicited, commercial advertising or solicitations to entities other than the data recipient's own existing customers; or (b) enable high volume, automated, electronic processes that send queries or data to the systems of Registry Operator, a Registrar, or Identity Digital except as reasonably necessary to register domain names or modify existing registrations. All rights reserved. Public Interest Registry reserves the right to modify these terms at any time. By submitting this query, you agree to abide by this policy.  The Registrar of Record identified in this output may have an RDDS service that can be queried for additional information on how to contact the Registrant, Admin, or Tech contact of the queried domain name.
"
105,HDNEWS.NET,Hosting Concepts B.V. d/b/a Registrar.eu,2000-03-07,2025-03-07,"NS1.SUPERB.NET, NS2.SUPERB.NET, NS3.SUPERB.NET, NS4.SUPERB.NET, NS5.SUPERB.NET, NS6.SUPERB.NET",
106,HDPICTURES.COM,"Network Solutions, LLC",1999-07-13,2025-07-13,"NS1.READYHOSTING.COM, NS2.READYHOSTING.COM",
107,HDPLASMATVREVIEWS.COM,"GoDaddy.com, LLC",2024-10-08,2025-10-08,"GRAHAM.NS.CLOUDFLARE.COM, LINDSEY.NS.CLOUDFLARE.COM",
108,hdrers.com/,N/A,N/A,N/A,N/A,"No match for ""HDRERS.COM"".
>>> Last update of whois database: 2024-12-09T00:09:45Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
109,HDTALKING.COM,"NameSilo, LLC",2006-08-09,2025-08-09,"IVY.NS.CLOUDFLARE.COM, ROCKY.NS.CLOUDFLARE.COM",
110,HDTHRESHING.COM,DREAMHOST,2009-11-23,2025-11-23,"NS1.DREAMHOST.COM, NS2.DREAMHOST.COM, NS3.DREAMHOST.COM",
